id,arrival,deadline,Utilization,Profit
0.0,1.0,11.0,1.0,0.009900990099009901
1.0,1.0,11.0,1.0,0.009900990099009901
2.0,1.0,11.0,1.0,0.009900990099009901
3.0,1.0,11.0,1.0,0.009900990099009901
4.0,1.0,11.0,1.0,0.009900990099009901
5.0,1.0,11.0,1.0,0.009900990099009901
6.0,1.0,11.0,1.0,0.009900990099009901
7.0,1.0,11.0,1.0,0.009900990099009901
8.0,1.0,11.0,1.0,0.009900990099009901
9.0,1.0,11.0,1.0,0.009900990099009901
10.0,1.0,11.0,1.0,0.009900990099009901
11.0,1.0,11.0,1.0,0.009900990099009901
12.0,1.0,11.0,1.0,0.009900990099009901
13.0,1.0,11.0,1.0,0.009900990099009901
14.0,1.0,11.0,1.0,0.009900990099009901
15.0,1.0,11.0,1.0,0.009900990099009901
16.0,1.0,11.0,1.0,0.009900990099009901
17.0,1.0,11.0,1.0,0.009900990099009901
18.0,2.0,12.0,1.0,0.009900990099009901
19.0,2.0,12.0,1.0,0.009900990099009901
20.0,2.0,12.0,1.0,0.009900990099009901
21.0,2.0,12.0,1.0,0.009900990099009901
22.0,2.0,12.0,1.0,0.009900990099009901
23.0,2.0,12.0,1.0,0.009900990099009901
24.0,2.0,12.0,1.0,0.009900990099009901
25.0,2.0,12.0,1.0,0.009900990099009901
26.0,2.0,12.0,1.0,0.009900990099009901
27.0,2.0,12.0,1.0,0.009900990099009901
28.0,2.0,12.0,1.0,0.009900990099009901
29.0,2.0,12.0,1.0,0.009900990099009901
30.0,3.0,13.0,1.0,0.009900990099009901
31.0,3.0,13.0,1.0,0.009900990099009901
32.0,3.0,13.0,1.0,0.009900990099009901
33.0,3.0,13.0,1.0,0.009900990099009901
34.0,3.0,13.0,1.0,0.009900990099009901
35.0,3.0,13.0,1.0,0.009900990099009901
36.0,3.0,13.0,1.0,0.009900990099009901
37.0,3.0,13.0,1.0,0.009900990099009901
38.0,3.0,13.0,1.0,0.009900990099009901
39.0,3.0,13.0,1.0,0.009900990099009901
40.0,3.0,13.0,1.0,0.009900990099009901
41.0,3.0,13.0,1.0,0.009900990099009901
42.0,3.0,13.0,1.0,0.009900990099009901
43.0,4.0,14.0,1.0,0.009900990099009901
44.0,4.0,14.0,1.0,0.009900990099009901
45.0,4.0,14.0,1.0,0.009900990099009901
46.0,4.0,14.0,1.0,0.009900990099009901
47.0,4.0,14.0,1.0,0.009900990099009901
48.0,4.0,14.0,1.0,0.009900990099009901
49.0,4.0,14.0,1.0,0.009900990099009901
50.0,4.0,14.0,1.0,0.009900990099009901
51.0,4.0,14.0,1.0,0.009900990099009901
52.0,5.0,15.0,1.0,0.009900990099009901
53.0,5.0,15.0,1.0,0.009900990099009901
54.0,5.0,15.0,1.0,0.009900990099009901
55.0,5.0,15.0,1.0,0.009900990099009901
56.0,5.0,15.0,1.0,0.009900990099009901
57.0,5.0,15.0,1.0,0.009900990099009901
58.0,5.0,15.0,1.0,0.009900990099009901
59.0,5.0,15.0,1.0,0.009900990099009901
60.0,5.0,15.0,1.0,0.009900990099009901
61.0,5.0,15.0,1.0,0.009900990099009901
62.0,5.0,15.0,1.0,0.009900990099009901
63.0,5.0,15.0,1.0,0.009900990099009901
64.0,5.0,15.0,1.0,0.009900990099009901
65.0,5.0,15.0,1.0,0.009900990099009901
66.0,5.0,15.0,1.0,0.009900990099009901
67.0,6.0,16.0,1.0,0.009900990099009901
68.0,6.0,16.0,1.0,0.009900990099009901
69.0,6.0,16.0,1.0,0.009900990099009901
70.0,6.0,16.0,1.0,0.009900990099009901
71.0,6.0,16.0,1.0,0.009900990099009901
72.0,6.0,16.0,1.0,0.009900990099009901
73.0,6.0,16.0,1.0,0.009900990099009901
74.0,6.0,16.0,1.0,0.009900990099009901
75.0,6.0,16.0,1.0,0.009900990099009901
76.0,6.0,16.0,1.0,0.009900990099009901
77.0,6.0,16.0,1.0,0.009900990099009901
78.0,6.0,16.0,1.0,0.009900990099009901
79.0,6.0,16.0,1.0,0.009900990099009901
80.0,6.0,16.0,1.0,0.009900990099009901
81.0,7.0,17.0,1.0,0.009900990099009901
82.0,7.0,17.0,1.0,0.009900990099009901
83.0,7.0,17.0,1.0,0.009900990099009901
84.0,7.0,17.0,1.0,0.009900990099009901
85.0,7.0,17.0,1.0,0.009900990099009901
86.0,7.0,17.0,1.0,0.009900990099009901
87.0,7.0,17.0,1.0,0.009900990099009901
88.0,7.0,17.0,1.0,0.009900990099009901
89.0,7.0,17.0,1.0,0.009900990099009901
90.0,7.0,17.0,1.0,0.009900990099009901
91.0,7.0,17.0,1.0,0.009900990099009901
92.0,7.0,17.0,1.0,0.009900990099009901
93.0,7.0,17.0,1.0,0.009900990099009901
94.0,7.0,17.0,1.0,0.009900990099009901
95.0,7.0,17.0,1.0,0.009900990099009901
96.0,7.0,17.0,1.0,0.009900990099009901
97.0,7.0,17.0,1.0,0.009900990099009901
98.0,8.0,18.0,1.0,0.009900990099009901
99.0,8.0,18.0,1.0,0.009900990099009901
100.0,8.0,18.0,1.0,0.009900990099009901
101.0,8.0,18.0,1.0,0.009900990099009901
102.0,8.0,18.0,1.0,0.009900990099009901
103.0,8.0,18.0,1.0,0.009900990099009901
104.0,8.0,18.0,1.0,0.009900990099009901
105.0,8.0,18.0,1.0,0.009900990099009901
106.0,8.0,18.0,1.0,0.009900990099009901
107.0,8.0,18.0,1.0,0.009900990099009901
108.0,8.0,18.0,1.0,0.009900990099009901
109.0,8.0,18.0,1.0,0.009900990099009901
110.0,8.0,18.0,1.0,0.009900990099009901
111.0,8.0,18.0,1.0,0.009900990099009901
112.0,8.0,18.0,1.0,0.009900990099009901
113.0,8.0,18.0,1.0,0.009900990099009901
114.0,8.0,18.0,1.0,0.009900990099009901
115.0,8.0,18.0,1.0,0.009900990099009901
116.0,9.0,19.0,1.0,0.009900990099009901
117.0,9.0,19.0,1.0,0.009900990099009901
118.0,9.0,19.0,1.0,0.009900990099009901
119.0,9.0,19.0,1.0,0.009900990099009901
120.0,9.0,19.0,1.0,0.009900990099009901
121.0,9.0,19.0,1.0,0.009900990099009901
122.0,9.0,19.0,1.0,0.009900990099009901
123.0,9.0,19.0,1.0,0.009900990099009901
124.0,9.0,19.0,1.0,0.009900990099009901
125.0,9.0,19.0,1.0,0.009900990099009901
126.0,9.0,19.0,1.0,0.009900990099009901
127.0,9.0,19.0,1.0,0.009900990099009901
128.0,9.0,19.0,1.0,0.009900990099009901
129.0,9.0,19.0,1.0,0.009900990099009901
130.0,9.0,19.0,1.0,0.009900990099009901
131.0,10.0,20.0,1.0,0.009900990099009901
132.0,10.0,20.0,1.0,0.009900990099009901
133.0,10.0,20.0,1.0,0.009900990099009901
134.0,10.0,20.0,1.0,0.009900990099009901
135.0,10.0,20.0,1.0,0.009900990099009901
136.0,10.0,20.0,1.0,0.009900990099009901
137.0,10.0,20.0,1.0,0.009900990099009901
138.0,10.0,20.0,1.0,0.009900990099009901
139.0,10.0,20.0,1.0,0.009900990099009901
140.0,10.0,20.0,1.0,0.009900990099009901
141.0,10.0,20.0,1.0,0.009900990099009901
142.0,10.0,20.0,1.0,0.009900990099009901
143.0,10.0,20.0,1.0,0.009900990099009901
144.0,11.0,21.0,1.0,0.009900990099009901
145.0,11.0,21.0,1.0,0.009900990099009901
146.0,11.0,21.0,1.0,0.009900990099009901
147.0,11.0,21.0,1.0,0.009900990099009901
148.0,11.0,21.0,1.0,0.009900990099009901
149.0,11.0,21.0,1.0,0.009900990099009901
150.0,11.0,21.0,1.0,0.009900990099009901
151.0,11.0,21.0,1.0,0.009900990099009901
152.0,11.0,21.0,1.0,0.009900990099009901
153.0,11.0,21.0,1.0,0.009900990099009901
154.0,11.0,21.0,1.0,0.009900990099009901
155.0,11.0,21.0,1.0,0.009900990099009901
156.0,11.0,21.0,1.0,0.009900990099009901
157.0,11.0,21.0,1.0,0.009900990099009901
158.0,11.0,21.0,1.0,0.009900990099009901
159.0,11.0,21.0,1.0,0.009900990099009901
160.0,12.0,22.0,1.0,0.009900990099009901
161.0,12.0,22.0,1.0,0.009900990099009901
162.0,12.0,22.0,1.0,0.009900990099009901
163.0,12.0,22.0,1.0,0.009900990099009901
164.0,12.0,22.0,1.0,0.009900990099009901
165.0,12.0,22.0,1.0,0.009900990099009901
166.0,12.0,22.0,1.0,0.009900990099009901
167.0,12.0,22.0,1.0,0.009900990099009901
168.0,12.0,22.0,1.0,0.009900990099009901
169.0,12.0,22.0,1.0,0.009900990099009901
170.0,12.0,22.0,1.0,0.009900990099009901
171.0,12.0,22.0,1.0,0.009900990099009901
172.0,12.0,22.0,1.0,0.009900990099009901
173.0,13.0,23.0,1.0,0.009900990099009901
174.0,13.0,23.0,1.0,0.009900990099009901
175.0,13.0,23.0,1.0,0.009900990099009901
176.0,13.0,23.0,1.0,0.009900990099009901
177.0,13.0,23.0,1.0,0.009900990099009901
178.0,13.0,23.0,1.0,0.009900990099009901
179.0,13.0,23.0,1.0,0.009900990099009901
181.0,13.0,23.0,1.0,0.009900990099009901
182.0,13.0,23.0,1.0,0.009900990099009901
183.0,13.0,23.0,1.0,0.009900990099009901
185.0,13.0,23.0,1.0,0.009900990099009901
186.0,13.0,23.0,1.0,0.009900990099009901
187.0,13.0,23.0,1.0,0.009900990099009901
188.0,13.0,23.0,1.0,0.009900990099009901
189.0,14.0,24.0,1.0,0.009900990099009901
190.0,14.0,24.0,1.0,0.009900990099009901
191.0,14.0,24.0,1.0,0.009900990099009901
193.0,14.0,24.0,1.0,0.009900990099009901
194.0,14.0,24.0,1.0,0.009900990099009901
195.0,14.0,24.0,1.0,0.009900990099009901
196.0,14.0,24.0,1.0,0.009900990099009901
197.0,14.0,24.0,1.0,0.009900990099009901
198.0,14.0,24.0,1.0,0.009900990099009901
199.0,14.0,24.0,1.0,0.009900990099009901
200.0,14.0,24.0,1.0,0.009900990099009901
201.0,14.0,24.0,1.0,0.009900990099009901
202.0,14.0,24.0,1.0,0.009900990099009901
203.0,14.0,24.0,1.0,0.009900990099009901
204.0,14.0,24.0,1.0,0.009900990099009901
205.0,15.0,25.0,1.0,0.009900990099009901
206.0,15.0,25.0,1.0,0.009900990099009901
207.0,15.0,25.0,1.0,0.009900990099009901
208.0,15.0,25.0,1.0,0.009900990099009901
209.0,15.0,25.0,1.0,0.009900990099009901
210.0,15.0,25.0,1.0,0.009900990099009901
211.0,15.0,25.0,1.0,0.009900990099009901
212.0,15.0,25.0,1.0,0.009900990099009901
213.0,15.0,25.0,1.0,0.009900990099009901
214.0,16.0,26.0,1.0,0.009900990099009901
215.0,16.0,26.0,1.0,0.009900990099009901
216.0,16.0,26.0,1.0,0.009900990099009901
217.0,16.0,26.0,1.0,0.009900990099009901
218.0,16.0,26.0,1.0,0.009900990099009901
219.0,16.0,26.0,1.0,0.009900990099009901
220.0,16.0,26.0,1.0,0.009900990099009901
221.0,16.0,26.0,1.0,0.009900990099009901
222.0,16.0,26.0,1.0,0.009900990099009901
223.0,17.0,27.0,1.0,0.009900990099009901
224.0,17.0,27.0,1.0,0.009900990099009901
225.0,17.0,27.0,1.0,0.009900990099009901
226.0,17.0,27.0,1.0,0.009900990099009901
227.0,17.0,27.0,1.0,0.009900990099009901
228.0,17.0,27.0,1.0,0.009900990099009901
229.0,17.0,27.0,1.0,0.009900990099009901
230.0,17.0,27.0,1.0,0.009900990099009901
231.0,18.0,28.0,1.0,0.009900990099009901
232.0,18.0,28.0,1.0,0.009900990099009901
233.0,18.0,28.0,1.0,0.009900990099009901
234.0,18.0,28.0,1.0,0.009900990099009901
235.0,18.0,28.0,1.0,0.009900990099009901
236.0,18.0,28.0,1.0,0.009900990099009901
237.0,18.0,28.0,1.0,0.009900990099009901
238.0,18.0,28.0,1.0,0.009900990099009901
239.0,18.0,28.0,1.0,0.009900990099009901
240.0,18.0,28.0,1.0,0.009900990099009901
241.0,18.0,28.0,1.0,0.009900990099009901
242.0,19.0,29.0,1.0,0.009900990099009901
243.0,19.0,29.0,1.0,0.009900990099009901
