id,arrival,deadline,Utilization,Profit
0.0,1.0,11.0,1.0,0.0099009900990099
1.0,1.0,11.0,1.0,0.0099009900990099
2.0,1.0,11.0,1.0,0.0099009900990099
3.0,1.0,11.0,1.0,0.0099009900990099
4.0,1.0,11.0,1.0,0.0099009900990099
5.0,1.0,11.0,1.0,0.0099009900990099
6.0,1.0,11.0,1.0,0.0099009900990099
7.0,1.0,11.0,1.0,0.0099009900990099
8.0,1.0,11.0,1.0,0.0099009900990099
9.0,1.0,11.0,1.0,0.0099009900990099
10.0,1.0,11.0,1.0,0.0099009900990099
11.0,1.0,11.0,1.0,0.0099009900990099
12.0,1.0,11.0,1.0,0.0099009900990099
13.0,1.0,11.0,1.0,0.0099009900990099
14.0,1.0,11.0,1.0,0.0099009900990099
15.0,1.0,11.0,1.0,0.0099009900990099
16.0,1.0,11.0,1.0,0.0099009900990099
17.0,1.0,11.0,1.0,0.0099009900990099
18.0,2.0,12.0,1.0,0.0099009900990099
19.0,2.0,12.0,1.0,0.0099009900990099
20.0,2.0,12.0,1.0,0.0099009900990099
21.0,2.0,12.0,1.0,0.0099009900990099
22.0,2.0,12.0,1.0,0.0099009900990099
23.0,2.0,12.0,1.0,0.0099009900990099
24.0,2.0,12.0,1.0,0.0099009900990099
25.0,2.0,12.0,1.0,0.0099009900990099
26.0,2.0,12.0,1.0,0.0099009900990099
27.0,2.0,12.0,1.0,0.0099009900990099
28.0,2.0,12.0,1.0,0.0099009900990099
29.0,2.0,12.0,1.0,0.0099009900990099
30.0,3.0,13.0,1.0,0.0099009900990099
31.0,3.0,13.0,1.0,0.0099009900990099
32.0,3.0,13.0,1.0,0.0099009900990099
33.0,3.0,13.0,1.0,0.0099009900990099
34.0,3.0,13.0,1.0,0.0099009900990099
35.0,3.0,13.0,1.0,0.0099009900990099
36.0,3.0,13.0,1.0,0.0099009900990099
37.0,3.0,13.0,1.0,0.0099009900990099
38.0,3.0,13.0,1.0,0.0099009900990099
39.0,3.0,13.0,1.0,0.0099009900990099
40.0,3.0,13.0,1.0,0.0099009900990099
