timestamp,Solar Power
1,1
2,1
3,1
4,2
5,2
6,2
7,3
8,3
9,3
10,4
11,4
12,5
13,5
14,5
15,7
16,8
17,10
18,11
19,13
20,14
21,16
22,17
23,19
24,21
25,22
26,24
27,25
28,27
29,28
30,31
31,34
32,38
33,41
34,44
35,47
36,49
37,52
38,55
39,58
40,61
41,64
42,68
43,71
44,74
45,75
46,76
47,77
48,79
49,80
50,81
51,81
52,82
53,84
54,85
55,86
56,87
57,89
58,90
59,91
60,95
61,102
62,107
63,112
64,119
65,124
66,130
67,135
68,140
69,145
70,150
71,155
72,160
73,171
74,175
75,178
76,181
77,184
78,187
79,191
80,196
81,200
82,203
83,208
84,211
85,213
86,216
87,221
88,224
89,227
90,230
91,233
92,239
93,242
94,246
95,249
96,252
97,256
98,259
99,261
100,276
101,280
102,283
103,286
104,292
105,292
106,292
107,291
108,291
109,289
110,293
111,292
112,291
113,291
114,290
115,290
116,294
117,295
118,295
119,295
120,287
121,279
122,272
123,263
124,257
125,248
126,241
127,233
128,225
129,219
130,213
131,205
132,205
133,198
134,189
135,205
136,218
137,237
138,251
139,266
140,279
141,294
142,308
143,327
144,341
145,355
146,369
147,382
148,396
149,400
150,400
151,400
152,400
153,400
154,400
155,400
156,398
157,394
158,392
159,392
160,391
161,387
162,393
163,390
164,385
165,378
166,370
167,367
168,359
169,352
170,351
171,342
172,335
173,327
174,324
175,315
176,307
177,299
178,299
179,293
180,293
181,294
182,296
183,296
184,296
185,296
186,298
187,298
188,297
189,298
190,299
191,307
192,306
193,305
194,308
195,309
196,310
197,313
198,321
199,322
200,324
201,326
202,335
203,337
204,338
205,338
206,339
207,341
208,344
209,345
210,345
211,347
212,346
213,345
214,350
215,350
216,350
217,348
218,346
219,355
220,353
221,353
222,352
223,351
224,357
225,352
226,350
227,345
228,342
229,338
230,334
231,330
232,327
233,333
234,330
235,328
236,324
237,321
238,318
239,313
240,305
241,299
242,291
243,283
244,275
245,267
246,263
247,256
248,247
249,239
250,231
251,223
252,219
253,211
254,203
255,208
256,213
257,221
258,226
259,230
260,236
261,240
262,250
263,255
264,259
265,270
266,275
267,278
268,283
269,287
270,284
271,282
272,280
273,279
274,280
275,281
276,279
277,278
278,276
279,282
280,281
281,278
282,276
283,274
284,272
285,272
286,272
287,271
288,270
289,271
290,270
291,279
292,277
293,281
294,281
295,281
296,283
297,285
298,285
299,285
300,279
301,275
302,269
303,263
304,259
305,256
306,250
307,245
308,239
309,234
310,229
311,224
312,219
313,215
314,209
315,207
316,203
317,200
318,200
319,197
320,200
321,196
322,193
323,190
324,186
325,183
326,180
327,178
328,174
329,171
330,166
331,162
332,157
333,153
334,151
335,145
336,141
337,136
338,132
339,127
340,126
341,121
342,117
343,113
344,108
345,106
346,103
347,101
348,98
349,95
350,93
351,90
352,87
353,84
354,82
355,80
356,76
357,75
358,72
359,70
360,67
361,66
362,62
363,59
364,55
365,53
366,50
367,47
368,45
369,42
370,40
371,37
372,34
373,31
374,29
375,27
376,24
377,24
378,22
379,20
380,19
381,17
382,15
383,14
384,11
385,10
386,8
387,6
388,5
389,3
390,3
391,3
392,2
393,2
394,2
395,2
396,2
397,1
398,1
399,1
400,1
401,1
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
