timestamp,Solar Power
1,1
2,1
3,1
4,2
5,2
6,2
7,4
8,4
9,3
10,5
11,4
12,6
13,6
14,6
15,9
16,9
17,12
18,13
19,16
20,17
21,19
22,20
23,25
24,27
25,28
26,30
27,31
28,32
29,32
30,35
31,40
32,50
33,51
34,54
35,57
36,58
37,59
38,62
39,64
40,67
41,70
42,83
43,86
44,87
45,91
46,92
47,92
48,91
49,92
50,91
51,89
52,88
53,99
54,100
55,101
56,102
57,104
58,103
59,101
60,104
61,112
62,117
63,122
64,138
65,143
66,149
67,154
68,156
69,157
70,161
71,164
72,167
73,209
74,209
75,205
76,204
77,203
78,206
79,210
80,231
81,234
82,234
83,249
84,245
85,240
86,237
87,252
88,252
89,249
90,251
91,248
92,267
93,269
94,270
95,268
96,272
97,273
98,269
99,266
100,357
101,362
102,362
103,355
104,379
105,377
106,372
107,364
108,354
109,341
110,368
111,359
112,348
113,341
114,336
115,328
116,360
117,360
118,358
119,351
120,339
121,326
122,316
123,297
124,287
125,269
126,259
127,248
128,234
129,222
130,225
131,211
132,260
133,248
134,231
135,248
136,255
137,307
138,318
139,335
140,339
141,352
142,364
143,400
144,400
145,400
146,400
147,400
148,400
149,400
150,400
151,400
152,400
153,400
154,400
155,400
156,400
157,400
158,400
159,400
160,400
161,400
162,400
163,400
164,400
165,400
166,400
167,400
168,400
169,400
170,400
171,400
172,400
173,393
174,400
175,390
176,366
177,351
178,393
179,383
180,380
181,380
182,382
183,375
184,365
185,363
186,363
187,355
188,343
189,344
190,339
191,392
192,379
193,367
194,371
195,362
196,354
197,356
198,397
199,387
200,380
201,382
202,400
203,400
204,400
205,400
206,393
207,384
208,387
209,378
210,376
211,388
212,386
213,376
214,400
215,400
216,400
217,400
218,386
219,400
220,400
221,400
222,400
223,400
224,400
225,400
226,400
227,400
228,400
229,400
230,387
231,373
232,364
233,400
234,400
235,400
236,400
237,400
238,394
239,375
240,354
241,361
242,351
243,332
244,319
245,308
246,323
247,312
248,295
249,280
250,266
251,257
252,270
253,255
254,240
255,239
256,245
257,265
258,263
259,259
260,264
261,262
262,301
263,300
264,296
265,342
266,338
267,332
268,329
269,324
270,311
271,300
272,292
273,284
274,295
275,312
276,306
277,300
278,297
279,348
280,347
281,331
282,320
283,311
284,302
285,300
286,297
287,287
288,283
289,284
290,276
291,338
292,324
293,357
294,344
295,344
296,355
297,372
298,370
299,367
300,355
301,347
302,329
303,317
304,308
305,313
306,301
307,289
308,280
309,268
310,256
311,248
312,240
313,230
314,221
315,217
316,210
317,206
318,222
319,216
320,257
321,251
322,243
323,234
324,226
325,223
326,218
327,215
328,208
329,202
330,192
331,187
332,178
333,172
334,185
335,173
336,166
337,155
338,151
339,141
340,161
341,149
342,151
343,145
344,137
345,134
346,129
347,130
348,123
349,117
350,111
351,106
352,100
353,96
354,93
355,89
356,85
357,87
358,85
359,82
360,77
361,84
362,77
363,71
364,64
365,61
366,56
367,55
368,52
369,48
370,50
371,46
372,41
373,37
374,34
375,30
376,27
377,31
378,28
379,24
380,23
381,20
382,19
383,18
384,14
385,13
386,11
387,8
388,6
389,3
390,3
391,3
392,2
393,2
394,2
395,2
396,2
397,1
398,1
399,1
400,1
401,1
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
